ID,locality,zipcode,Building condition,Price,Kitchen type,Living area,Furnished,Surface of the plot,Number of frontages,Swimming pool,Bedrooms,Garden,Garden surface,Terrace,Terrace surface,Type of property
10318567,woluwe-saint-lambert,1200,To reFalsevate,745000,TRUE,221,TRUE,260,2,TRUE,4,TRUE,139,TRUE,14,House
10319156,waterloo,1410,To be done up,745000,TRUE,374,TRUE,914,4,TRUE,5,TRUE,0,TRUE,0,Mansion
10319147,braine-lalleud,1420,To be done up,745000,TRUE,374,TRUE,914,4,TRUE,5,TRUE,0,TRUE,0,Mansion
10319084,duinbergen-(kFalsekke-heist),8301,As new,885000,TRUE,180,TRUE,94,2,TRUE,4,FALSE,0,TRUE,30,Apartment
10123026,uccle,1180,As new,1075000,TRUE,325,TRUE,150,2,TRUE,4,TRUE,60,TRUE,20,House
10259354,flemalle,4400,To be done up,270000,TRUE,144,TRUE,399,4,TRUE,4,TRUE,291,TRUE,0,House
10312870,fontaine-leveque,6142,As new,275000,TRUE,180,TRUE,195,3,TRUE,3,TRUE,80,TRUE,20,House
10324705,lincent,4287,Good,345000,TRUE,160,TRUE,1076,4,TRUE,5,TRUE,0,TRUE,0,House
10324184,roosdaal,1760,Good,840000,TRUE,338,TRUE,5502,4,TRUE,5,FALSE,0,TRUE,0,Mansion
10310884,waremme,4300,Good,249000,TRUE,144,TRUE,600,3,TRUE,2,TRUE,380,TRUE,22,House
10312272,schaerbeek,1030,Good,349000,TRUE,130,TRUE,50,2,TRUE,3,FALSE,0,TRUE,0,House
10311014,gavere,9890,Good,658500,TRUE,200,TRUE,620,4,TRUE,4,TRUE,400,TRUE,50,House
10329836,keerbergen,3140,As new,889000,TRUE,280,TRUE,800,4,TRUE,4,TRUE,500,TRUE,70,Mansion
10317830,waregem,8793,Good,325000,TRUE,140,TRUE,180,3,TRUE,3,FALSE,0,TRUE,0,Mansion
10317828,waregem,8793,Good,325000,TRUE,140,TRUE,180,3,TRUE,3,FALSE,0,TRUE,0,House
10317827,waregem,8793,Good,325000,TRUE,140,TRUE,180,3,TRUE,3,FALSE,0,TRUE,0,House
10321235,remicourt,4350,As new,0,TRUE,137,TRUE,832,3,TRUE,4,TRUE,372,TRUE,20,House
10312019,charleroi,6000,As new,275000,TRUE,180,TRUE,195,3,TRUE,3,TRUE,80,TRUE,20,House
10323184,moen,8552,Just reFalsevated,398000,TRUE,200,TRUE,253,0,TRUE,5,FALSE,0,TRUE,0,House
10323180,moen,8552,Just reFalsevated,398000,TRUE,200,TRUE,253,0,TRUE,5,FALSE,0,TRUE,0,House
10323310,sint-job-in-t-goor,2960,To be done up,825000,TRUE,505,TRUE,1841,4,TRUE,6,TRUE,1460,TRUE,62,Mansion
10323309,balen,2491,As new,1049000,TRUE,455,TRUE,6565,4,TRUE,3,TRUE,4700,TRUE,0,Mansion
10326396,gent,9000,Good,1750000,TRUE,325,TRUE,117,2,TRUE,9,FALSE,0,TRUE,0,House
9846450,chaudfontaine,4051,To be done up,99000,TRUE,99,TRUE,236,4,TRUE,1,TRUE,160,TRUE,28,House
10078035,huy,4500,Good,129000,TRUE,115,TRUE,59,2,TRUE,2,FALSE,0,TRUE,0,Apartment
9893706,braine-le-chateau,1440,To be done up,145000,TRUE,64,TRUE,43,3,TRUE,2,FALSE,0,TRUE,9,House
10298008,liege,4020,As new,159000,TRUE,64,TRUE,72,2,TRUE,1,TRUE,38,TRUE,24,House
10276444,clermont-sous-huy,4480,As new,159000,TRUE,90,TRUE,82,2,TRUE,2,FALSE,0,TRUE,0,House
10277075,antwerp,2060,To be done up,310000,TRUE,218,TRUE,88,2,TRUE,0,FALSE,0,TRUE,15,Apartment
10330639,mol,2400,Good,650000,TRUE,350,TRUE,2375,4,TRUE,4,TRUE,1800,TRUE,85,Mansion
10330628,betekom,3130,To reFalsevate,299000,TRUE,200,TRUE,1660,4,TRUE,3,TRUE,0,TRUE,0,House
10330625,soignies-casteau,7061,As new,299000,TRUE,177,TRUE,280,2,TRUE,3,TRUE,180,TRUE,15,House
10330623,bruxelles,1120,Good,675000,TRUE,265,TRUE,444,2,TRUE,7,TRUE,250,TRUE,20,House
10173768,ixelles,1050,,650000,TRUE,140,TRUE,0,0,TRUE,3,FALSE,0,TRUE,25,House
10330617,mons,7000,To be done up,249000,TRUE,117,TRUE,0,2,TRUE,2,FALSE,0,TRUE,15,House
10330610,lembeek,1502,,595000,FALSE,340,TRUE,1216,4,TRUE,4,FALSE,0,TRUE,0,House
10149128,namur,5000,Good,159000,TRUE,106,TRUE,40,2,TRUE,3,FALSE,0,TRUE,0,House
10185643,liege,4000,To be done up,179000,TRUE,164,TRUE,82,2,TRUE,4,TRUE,30,TRUE,60,House
10033859,la-roche-en-ardenne,6980,To be done up,185000,TRUE,226,TRUE,100,3,TRUE,4,FALSE,0,TRUE,0,House
10299250,flemalle,4400,Good,189000,TRUE,111,TRUE,173,2,TRUE,3,TRUE,57,TRUE,5,House
10219158,huy,4500,Just reFalsevated,189000,TRUE,150,TRUE,280,2,TRUE,3,TRUE,175,TRUE,0,House
10302452,ampsin,4540,Good,189000,TRUE,125,TRUE,515,2,TRUE,3,TRUE,360,TRUE,20,House
10178455,vise,4602,To be done up,194000,TRUE,111,TRUE,400,4,TRUE,3,TRUE,357,TRUE,21,Mansion
10296557,liege,4020,Just reFalsevated,199000,TRUE,141,TRUE,368,3,TRUE,4,TRUE,78,TRUE,52,House
9737379,liege,4020,Good,199000,TRUE,191,TRUE,305,3,TRUE,2,TRUE,100,TRUE,56,House
10250883,oupeye,4682,Good,199000,TRUE,100,TRUE,260,2,TRUE,2,TRUE,100,TRUE,40,House
10299422,oudenaarde,9700,To reFalsevate,214000,TRUE,135,TRUE,740,3,TRUE,3,TRUE,660,TRUE,0,House
10209507,liege,4000,Good,219000,TRUE,133,TRUE,238,2,TRUE,4,TRUE,137,TRUE,57,House
10101773,herstal,4040,Just reFalsevated,220000,TRUE,90,TRUE,143,2,TRUE,2,FALSE,0,TRUE,22,House
10237880,braives,4260,To be done up,225000,TRUE,140,TRUE,1281,4,TRUE,3,TRUE,900,TRUE,0,House
10247181,bornem,2880,To reFalsevate,234000,TRUE,123,TRUE,190,3,TRUE,3,TRUE,0,TRUE,30,House
10257540,herstal,4040,To be done up,239000,TRUE,231,TRUE,251,3,TRUE,4,TRUE,140,TRUE,54,Apartment
10239197,geetbets,3450,To be done up,246000,TRUE,169,TRUE,1165,3,TRUE,3,TRUE,770,TRUE,50,House
8018096,leuze-en-hainaut,7900,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10272775,landen-neerlanden,3404,Good,249000,TRUE,240,TRUE,505,4,TRUE,4,TRUE,125,TRUE,16,House
9943915,liege,4020,To be done up,249000,TRUE,235,TRUE,155,2,TRUE,4,FALSE,0,TRUE,40,House
10285002,herstal,4040,Good,249000,TRUE,186,TRUE,630,3,TRUE,3,TRUE,127,TRUE,80,House
10117547,saint-nicolas-tilleur,4420,Good,249000,TRUE,172,TRUE,404,3,TRUE,4,TRUE,765,TRUE,57,House
10101243,saint-nicolas,4420,To be done up,249000,TRUE,160,TRUE,140,2,TRUE,5,TRUE,30,TRUE,0,House
10302566,oupeye,4680,Just reFalsevated,249000,TRUE,201,TRUE,106,3,TRUE,5,FALSE,0,TRUE,40,House
10194520,oupeye,4680,Good,249000,TRUE,155,TRUE,509,2,TRUE,3,TRUE,274,TRUE,76,House
9441206,houthulst,8650,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10130670,welkenraedt,4841,Good,255000,TRUE,230,TRUE,432,3,TRUE,5,TRUE,339,TRUE,0,Apartment
10130669,welkenraedt,4841,Good,255000,TRUE,230,TRUE,432,3,TRUE,5,TRUE,339,TRUE,0,House
10263912,amay,4540,Good,265000,TRUE,180,TRUE,307,3,TRUE,4,TRUE,180,TRUE,15,House
9734374,geistingen,3640,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10277075,antwerp,2060,To be done up,310000,TRUE,218,TRUE,88,2,TRUE,0,FALSE,0,TRUE,15,Apartment
10330639,mol,2400,Good,650000,TRUE,350,TRUE,2375,4,TRUE,4,TRUE,1800,TRUE,85,Mansion
10330628,betekom,3130,To reFalsevate,299000,TRUE,200,TRUE,1660,4,TRUE,3,TRUE,0,TRUE,0,House
10330625,soignies-casteau,7061,As new,299000,TRUE,177,TRUE,280,2,TRUE,3,TRUE,180,TRUE,15,House
10330623,bruxelles,1120,Good,675000,TRUE,265,TRUE,444,2,TRUE,7,TRUE,250,TRUE,20,House
10173768,ixelles,1050,,650000,TRUE,140,TRUE,0,0,TRUE,3,FALSE,0,TRUE,25,House
10330617,mons,7000,To be done up,249000,TRUE,117,TRUE,0,2,TRUE,2,FALSE,0,TRUE,15,House
10330610,lembeek,1502,,595000,FALSE,340,TRUE,1216,4,TRUE,4,FALSE,0,TRUE,0,House
9466117,beveren-leie,8791,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10206647,ronse,9600,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9717425,liege,4000,Good,279000,TRUE,237,TRUE,283,2,TRUE,5,TRUE,117,TRUE,0,Apartment
10165375,huy,4500,Good,279000,TRUE,290,TRUE,204,4,TRUE,3,TRUE,100,TRUE,10,House
10206439,bruxelles,1000,To reFalsevate,280000,TRUE,75,TRUE,17,2,TRUE,5,FALSE,0,TRUE,0,Apartment
9408963,lommel,3920,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10145733,zandbergen,9506,To be done up,287000,TRUE,200,TRUE,848,4,TRUE,4,TRUE,430,TRUE,30,House
10223508,juprelle,4458,Good,289000,TRUE,175,TRUE,857,3,TRUE,3,TRUE,350,TRUE,74,House
10015238,neufchateau-petitvoir,6840,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10202569,la-louviere,7100,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9920179,willebroek,2830,To reFalsevate,295000,TRUE,80,TRUE,350,2,TRUE,4,FALSE,0,TRUE,0,Mansion
10145147,chaudfontaine-beaufays,4052,To reFalsevate,295000,TRUE,180,TRUE,555,4,TRUE,4,TRUE,380,TRUE,0,Mansion
10148823,saint-hubert,6870,To reFalsevate,295000,TRUE,229,TRUE,5798,4,TRUE,6,FALSE,0,TRUE,0,House
10088318,mons,7000,Good,295000,TRUE,250,TRUE,3600,3,TRUE,5,TRUE,2940,TRUE,52,House
10304070,liege,4000,Good,299000,TRUE,239,TRUE,108,2,TRUE,4,FALSE,0,TRUE,0,Apartment
10164869,bellevaux-ligneuville,4960,To be done up,299000,TRUE,788,TRUE,2319,4,TRUE,8,TRUE,1873,TRUE,0,House
10292781,libramont-chevigny,6800,Good,299000,TRUE,140,TRUE,1152,4,TRUE,5,TRUE,1000,TRUE,30,House
10267563,libin,6890,To reFalsevate,299000,TRUE,174,TRUE,1187,3,TRUE,4,TRUE,725,TRUE,85,House
10215759,courcelles,6180,Good,300000,TRUE,264,TRUE,2900,3,TRUE,4,TRUE,2900,TRUE,0,House
10204426,soignies,7062,As new,300000,TRUE,149,TRUE,268,2,TRUE,3,FALSE,0,TRUE,0,House
10246131,meerhout,2450,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9969349,ronse,9600,To reFalsevate,305000,TRUE,302,TRUE,1195,4,TRUE,5,TRUE,555,TRUE,45,House
9864242,ellikom,3670,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10096555,huy,4500,Good,310000,TRUE,213,TRUE,119,2,TRUE,4,FALSE,0,TRUE,0,House
10249342,beuzet,5030,Just reFalsevated,315000,TRUE,164,TRUE,1172,4,TRUE,4,TRUE,450,TRUE,25,House
10281545,neerpelt,3910,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10222182,ronse,9600,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10115913,lokeren,9160,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10035090,engis,4480,Good,319000,TRUE,223,TRUE,750,4,TRUE,3,TRUE,0,TRUE,37,House
10276849,waterloo,1410,Good,320000,TRUE,108,TRUE,110,2,TRUE,3,TRUE,65,TRUE,14,House
10277075,antwerp,2060,To be done up,310000,TRUE,218,TRUE,88,2,TRUE,0,FALSE,0,TRUE,15,Apartment
10330639,mol,2400,Good,650000,TRUE,350,TRUE,2375,4,TRUE,4,TRUE,1800,TRUE,85,House
10330628,betekom,3130,To reFalsevate,299000,TRUE,200,TRUE,1660,4,TRUE,3,TRUE,0,TRUE,0,House
10330625,soignies-casteau,7061,As new,299000,TRUE,177,TRUE,280,2,TRUE,3,TRUE,180,TRUE,15,House
10330623,bruxelles,1120,Good,675000,TRUE,265,TRUE,444,2,TRUE,7,TRUE,250,TRUE,20,House
10173768,ixelles,1050,,650000,TRUE,140,TRUE,0,0,TRUE,3,FALSE,0,TRUE,25,House
10330617,mons,7000,To be done up,249000,TRUE,117,TRUE,0,2,TRUE,2,FALSE,0,TRUE,15,House
10330610,lembeek,1502,,595000,FALSE,340,TRUE,1216,4,TRUE,4,FALSE,0,TRUE,0,House
10241924,cortil-Falseirmont,1450,Good,320000,TRUE,135,TRUE,1550,3,TRUE,3,TRUE,1400,TRUE,15,House
